 -9.9008926e-002  2.8182375e-001  4.5161787e-001  7.1174405e-001  8.5449298e-001  1.0906723e+000  8.2522411e-001  1.0764331e+000  7.9466342e-001  1.0874449e+000  8.2454903e-001  8.6532499e-001  4.8203018e-001  4.7678698e-001  1.0314566e-001 -2.0215762e-001 -2.3349876e-001 -4.2911452e-001 -7.3509501e-001 -9.4552501e-001 -7.2608323e-001 -8.5837554e-001 -9.1425997e-001 -1.0035307e+000 -7.3143373e-001 -6.8718725e-001 -5.0550099e-001 -5.6000241e-001 -1.0627641e-001  1.0338187e-001
 -8.5795762e-003  1.5340527e-001  4.3893837e-001  6.5372124e-001  7.4880610e-001  7.9950241e-001  9.5420109e-001  1.1166411e+000  1.0290334e+000  8.1527791e-001  8.9279279e-001  6.3803062e-001  5.7142686e-001  3.9558009e-001  4.1130333e-002  2.3086535e-001 -2.4857799e-001 -3.5915772e-001 -7.9409220e-001 -7.9516752e-001 -8.4168495e-001 -9.9570573e-001 -9.9847154e-001 -1.0851580e+000 -8.7473348e-001 -7.3194782e-001 -5.4270382e-001 -5.3193057e-001 -2.3201743e-001  8.5324049e-002
 -3.7097287e-002 -9.5426879e-003 -1.3886643e-002  1.0338822e-001  4.6737082e-002  2.2931939e-001  2.0264348e-001 -2.6346206e-002 -1.7360389e-001  3.3425017e-002  1.0721700e-002  7.5468633e-002 -3.4541216e-002  5.5887571e-002  5.7947934e-002  5.0129537e-002  8.1637162e-002 -2.5165186e-002 -6.3578151e-002  1.7741379e-001 -3.0149278e-003  1.0872455e-001  3.5772649e-002 -2.0112646e-002  1.9919751e-001 -3.4548313e-002  1.3891607e-001  7.7240274e-002 -6.8935822e-002  1.4416362e-002
  3.4564722e-002  1.1011163e-002 -5.3026861e-002 -5.1983061e-002  1.6657483e-001 -6.5810464e-002  7.7218838e-002  1.2885698e-001 -1.2927390e-002  2.0956042e-001  8.8247012e-002 -3.7333608e-002  4.4995591e-002 -1.5728308e-002 -3.4509715e-002  7.1472415e-003  1.3662393e-001  4.6528294e-002  7.6540684e-002 -9.8039794e-002 -1.9693768e-001 -5.9268681e-002 -1.7093028e-002  7.0016520e-002  1.0117722e-002  1.7232960e-002 -1.3154574e-001 -1.0287959e-002  5.9792714e-003  7.0327598e-002
  1.0887044e-001  5.4063784e-001  7.2893630e-001  9.5504966e-001  1.0008572e+000  8.4197026e-001  4.3789939e-001  1.0703053e-001 -3.4588577e-001 -6.9906808e-001 -8.4763958e-001 -8.8978136e-001 -9.1363452e-001 -6.4022930e-001 -2.1668711e-001  2.6944278e-001  4.1593053e-001  8.8777572e-001  8.6197137e-001  1.0497126e+000  8.0385283e-001  3.4789912e-001 -1.2724499e-001 -4.9897700e-001 -9.0786778e-001 -1.0864699e+000 -1.0801338e+000 -7.6391233e-001 -2.5953174e-001 -7.4231040e-002
  1.8383613e-001  3.3442732e-001  8.7713392e-001  8.6690531e-001  8.8273263e-001  9.0606656e-001  6.2342640e-001  1.9486274e-001 -5.2498914e-001 -6.8934095e-001 -9.8228265e-001 -1.1362139e+000 -9.1912000e-001 -4.8527113e-001 -3.7251304e-001  2.3892059e-001  9.0711964e-001  9.2377072e-001  1.0566767e+000  8.2863806e-001  6.2954405e-001  1.8898386e-001 -2.3383748e-001 -6.8943198e-001 -9.4128138e-001 -1.1390821e+000 -9.2718581e-001 -5.9761583e-001 -3.6277635e-001 -2.0503215e-002
  4.7431540e-002 -8.4839388e-002 -6.2031092e-002 -1.2533076e-001  9.5618068e-002 -1.5393497e-003  5.5802596e-002 -9.0204547e-002 -5.8619536e-002  1.6768944e-004  2.5555458e-003  6.7314154e-003 -9.7649313e-002  1.0442628e-001  3.4537741e-002 -2.4838994e-002 -2.4905909e-002 -7.2565647e-002  5.1494748e-002  4.8903013e-002 -1.6537592e-001  3.5627300e-002  6.4737148e-002 -9.7252287e-002  1.5411982e-001  1.4540341e-002  1.5763377e-001 -6.6051623e-002 -1.0299403e-001  8.8993476e-002
 -1.8085800e-001  4.0033195e-001  7.7384841e-001  8.9313191e-001  9.4209912e-001  7.4817536e-001  5.3884878e-001  1.0055977e-001 -5.0164676e-001 -7.4521572e-001 -1.0024780e+000 -1.3560512e+000 -8.6151591e-001 -6.9878180e-001 -7.5828039e-002  7.8114948e-002  5.7581861e-001  6.8709405e-001  9.9391737e-001  9.2240158e-001  7.4404600e-001  2.9307711e-001 -6.0574554e-002 -3.5461266e-001 -7.9671061e-001 -1.0721687e+000 -8.2177499e-001 -7.0723769e-001 -4.9685559e-001 -1.4710055e-002
  2.3214493e-002 -4.4807315e-002  6.6283523e-002  1.1270454e-002 -1.4046182e-001 -1.8865140e-001 -6.3265776e-002 -6.1588914e-002 -8.5553906e-003 -3.5858251e-002  7.2537536e-002 -1.8293774e-001  2.2287555e-002  2.2840813e-002  1.0634614e-001 -6.5926180e-002  4.1052162e-002  3.0277137e-002 -6.4400963e-002 -1.1287337e-001 -7.2793040e-002  3.1437438e-002 -1.0570778e-001 -1.6361264e-001  6.4957862e-002  7.6251167e-002  1.8867685e-001 -5.2550883e-003 -4.2055818e-002  3.4426181e-002
 -1.3328118e-001  1.1247369e-001  2.2828845e-002 -2.7103750e-002  1.2467354e-001  1.0868959e-001  7.1983758e-003  6.7597547e-002  3.4578095e-001  1.4726517e-001  3.1677646e-002 -8.2242121e-002  1.1092322e-001 -2.0562425e-001 -1.0587757e-002 -1.4793293e-002  3.7537391e-002  1.2035564e-002 -6.3487753e-002  1.6798587e-001  9.5312330e-002 -4.6272704e-002  1.2899291e-001 -1.2117579e-001 -7.6751716e-002  9.1180363e-002  8.0131552e-002 -9.4428533e-002 -1.4683911e-001  1.9388308e-002
 -5.7959525e-004  3.5067739e-001  7.1571788e-001  1.0397999e+000  9.0557168e-001  6.5527323e-001  6.1139898e-001  1.0723663e-002 -3.1900990e-001 -5.9179522e-001 -8.7538619e-001 -1.0591140e+000 -1.0449259e+000 -7.7413602e-001 -2.7838804e-001  1.6054352e-001  6.7534991e-001  7.6246456e-001  9.4181466e-001  9.4840991e-001  6.2212777e-001  2.9457740e-001 -6.4959433e-003 -4.5265143e-001 -9.7566444e-001 -1.0462197e+000 -9.5393989e-001 -7.0527846e-001 -3.5256961e-001  6.1524990e-002
 -7.8473840e-002  4.1472745e-001  7.0753072e-001  8.9660092e-001  9.9479835e-001  1.0387344e+000  4.3573677e-001 -1.2838297e-002 -2.9077504e-001 -6.5447655e-001 -7.7980772e-001 -9.2760869e-001 -8.8705436e-001 -5.9324160e-001 -2.0425473e-001  2.5329051e-001  5.6957228e-001  8.7747480e-001  1.0326341e+000  1.1030709e+000  6.7091442e-001  3.4142145e-001 -4.4513303e-002 -7.7766268e-001 -7.9768510e-001 -1.0171687e+000 -1.2063461e+000 -7.6568493e-001 -4.5098512e-001  2.4943088e-002
 -3.1452587e-002  4.5381204e-001  6.0037606e-001  9.0516795e-001  9.4615180e-001  1.0080752e+000  5.7277210e-001  1.1645200e-001 -1.9248064e-001 -5.5386406e-001 -8.7009859e-001 -9.7914484e-001 -8.2586017e-001 -5.1161678e-001 -4.0980375e-001  2.2786122e-001  5.0267874e-001  9.5173911e-001  9.9874403e-001  9.7663594e-001  8.4566595e-001  4.1077425e-001 -4.6622002e-002 -5.1874403e-001 -9.7694556e-001 -1.1117005e+000 -8.3260878e-001 -8.1609934e-001 -4.2858497e-001 -5.1660196e-002
 -1.0714154e-001  5.3452584e-001  8.9784863e-001  8.6293188e-001  8.9704402e-001  8.1620941e-001  4.5876842e-001  9.5875432e-002 -2.1569448e-001 -5.7670186e-001 -9.7976116e-001 -1.0219404e+000 -9.5093234e-001 -4.4158848e-001 -9.8036966e-002  7.0684575e-003  3.4778208e-001  9.5965622e-001  8.8559110e-001  8.8693464e-001  5.4177802e-001  3.3877337e-001  2.9788085e-002 -6.2718593e-001 -7.9544131e-001 -8.8124756e-001 -8.9139448e-001 -7.6007728e-001 -5.5778637e-001  7.0212061e-003
 -6.9812342e-002  1.6962957e-001 -8.6433286e-002  1.3317858e-001  9.1994931e-002  1.5313604e-001  2.4345678e-001 -3.6842743e-002  1.3953973e-001  1.4182727e-002 -8.0065296e-002 -7.6900334e-002  3.9430174e-002  9.8627988e-002  2.0038236e-002 -1.2639731e-002  8.8968656e-002 -1.6719811e-001  5.6510847e-002  1.7425701e-001 -1.6689760e-001 -7.2821009e-002 -1.2132281e-001  1.0360425e-001 -2.9109450e-002  8.6791539e-002 -9.3169558e-002 -1.2525787e-001 -1.5249817e-001  3.6055517e-002
 -8.5378432e-002  1.6256586e-001  5.8010219e-001  7.3520999e-001  6.0740369e-001  8.1896471e-001  8.2779331e-001  1.0123692e+000  9.5950964e-001  1.0090564e+000  6.9202390e-001  5.1888172e-001  4.2204873e-001  2.4287557e-001  7.0466938e-002 -8.5725595e-002 -3.5476853e-001 -4.8748416e-001 -8.1478922e-001 -7.9547534e-001 -9.6839087e-001 -1.0569785e+000 -7.7095857e-001 -9.9058549e-001 -9.4855503e-001 -7.8381716e-001 -5.7304069e-001 -3.3319353e-001  2.2784310e-002  1.6723341e-002
 -1.3729345e-001 -1.0589864e-001  1.2401709e-001  3.7578184e-002 -7.1696146e-002  4.3727585e-002  7.1398571e-002 -8.0623250e-002 -1.2781151e-001 -8.1722539e-002 -2.3264714e-002  1.0417432e-001  4.5968265e-002 -1.6759593e-001 -1.6904670e-001 -3.5819163e-002 -1.8561566e-001  7.7326150e-002  1.0487598e-001  1.2018408e-001  6.8258624e-003  3.7680845e-002 -6.5788622e-002  2.1834939e-001  1.7064412e-001  1.5150473e-001 -8.1392912e-003 -8.4327470e-002  1.3881094e-001  6.7127690e-002
 -9.7379794e-002  6.9896272e-002  3.3214781e-001  4.6556553e-001  7.7941149e-001  8.9991468e-001  8.9308037e-001  1.0998015e+000  9.6297565e-001  9.0821336e-001  7.2624594e-001  5.4988121e-001  4.0991797e-001  2.8654428e-001  4.5908238e-002 -1.9378256e-001 -4.5678023e-001 -5.2873760e-001 -6.4777972e-001 -9.0120933e-001 -1.0358753e+000 -1.1086033e+000 -1.0534715e+000 -1.0863107e+000 -7.3176432e-001 -8.7499507e-001 -7.1027432e-001 -4.8648691e-001 -2.9300607e-001  8.4903057e-002
  7.7328777e-002 -1.0746481e-001  2.5509326e-002 -9.9878412e-002  2.6189435e-002  2.9853198e-002  4.6544849e-002  3.2903727e-002  1.0026852e-002  9.2573871e-002 -6.3333227e-002 -8.0342766e-002 -5.8341219e-003  2.4877605e-002  1.8069674e-001  4.0675817e-002  1.2513740e-002 -2.4506051e-001  2.1052634e-001 -2.4299046e-002 -2.8545427e-002 -3.1538968e-002  9.6274923e-002 -2.0942822e-002  4.8993210e-002  9.4645266e-003 -2.7143029e-002 -3.2691005e-002 -3.2711698e-002 -7.2153119e-002
 -3.7540316e-002  1.4139801e-002  2.0469245e-001 -1.0318095e-001  1.4028240e-001  1.5656628e-001 -1.1570930e-001  1.5474198e-002 -1.1882245e-001  2.6126132e-002 -4.6328180e-002 -1.6553397e-001  4.4208562e-003 -6.8771710e-003 -1.0855155e-001  2.1879664e-001  1.2520314e-002  1.2754649e-001 -5.0533226e-003  9.3237147e-002 -4.9679257e-002  5.1285882e-002 -6.3725847e-002 -1.4510304e-001  1.1055495e-002 -9.6443095e-002 -1.7548974e-001  3.4470195e-002  4.7800095e-002 -3.7945908e-002
 -1.2053248e-001  1.1653690e-001  4.9964249e-001  6.7527240e-001  9.6350969e-001  8.2498740e-001  9.9942271e-001  1.1106199e+000  9.3139556e-001  9.6692175e-001  1.1071998e+000  5.5733247e-001  4.5559827e-001  3.0188769e-001  1.7627812e-001 -9.2402410e-002 -2.4653587e-001 -4.7549749e-001 -4.6706635e-001 -7.2396232e-001 -8.8178015e-001 -1.1552511e+000 -1.0440817e+000 -9.4361395e-001 -7.2292003e-001 -7.2996396e-001 -6.5358838e-001 -4.8477195e-001 -2.3465724e-001 -1.0194135e-001
  5.2181843e-002  3.7056048e-001  6.9723608e-001  9.0381539e-001  8.0949389e-001  8.9249232e-001  5.2234588e-001  7.6181820e-002 -1.8668609e-001 -6.9096983e-001 -9.5200981e-001 -1.0078468e+000 -7.7676718e-001 -5.2718820e-001 -3.5268098e-001  2.8532316e-001  4.8250065e-001  9.0350788e-001  1.1276573e+000  9.2297194e-001  7.3566826e-001  3.8271418e-001  3.7026489e-002 -5.3487831e-001 -9.9579025e-001 -9.0976276e-001 -8.5978370e-001 -8.8514866e-001 -3.9728062e-001 -2.0140670e-001
